COUNTRY,INSTITUTION,INSTITUTION TYPE,INSTITUTION WEBSITE,INSTITUTION WIKIDATA,OPEN ACCESS SCOPE,LICENCE/RIGHTS STATEMENT FOR DIGITAL SURROGATES OF PUBLIC DOMAIN OBJECTS ,CLOSEST EQUIVALENT LICENCE (IF USING NON-STANDARD),RIGHTS POLICY OR TERMS OF USE,"LICENCE/RIGHTS STATEMENT FOR METADATA 
(IF STATED)",GITHUB,API,DATA SOURCE(S),,,,,,,,,,,
Switzerland,Bildarchiv des Schweizerischen Arbeiterhilfswerks (SAH),Archive,https://www.bild-video-ton.ch/bestand/signatur/f_5025,,Some eligible data,CC0,,https://www.stadt-zuerich.ch/portal/de/index/ogd/nutzungsbedingungen.html,,,https://opendata.swiss/api/3/action/package_show?id=bildarchiv-des-schweizerischen-arbeiterhilfswerks-sah-oeuvre-suisse-dentraide-ouvriere-oseo,https://data.stadt-zuerich.ch/dataset/sozialarchiv-sah,,,,,,,,,,,
Switzerland,École Polytechnique Fédérale de Lausanne (Musée Bolo),University,http://www.bolo.ch,https://www.wikidata.org/wiki/Q262760,Some eligible data,CC BY-SA,,https://opendata.swiss/dataset/photographs-of-items-from-the-musee-bolos-collection,,,https://opendata.swiss/api/3/action/package_show?id=photographs-of-items-from-the-musee-bolos-collection,https://commons.wikimedia.org/wiki/Category:Mus%C3%A9e_Bolo,,,,,,,,,,,
Switzerland,Historisches Museum Basel,Museum,https://www.hmb.ch,https://www.wikidata.org/wiki/Q386286,Some eligible data,CC BY-SA,,https://opendata.swiss/en/dataset/items-from-the-collections-of-the-historical-museum-basel,,,https://opendata.swiss/api/3/action/package_show?id=items-from-the-collections-of-the-historical-museum-basel,https://commons.wikimedia.org/wiki/Category:Historisches_Museum_Basel,,,,,,,,,,,
Switzerland,Institut universitaire d'histoire de la médecine et de la santé publique,University,http://www.chuv.chiuhmsp,https://www.wikidata.org/wiki/Q39941428,Some eligible data,CC BY-SA,,https://www.chuv.ch/fr/ihm/ihm-home/qui-sommes-nous/impressum/,,,,https://commons.wikimedia.org/wiki/Category:Institut_universitaire_d%27histoire_de_la_m%C3%A9decine_et_de_la_sant%C3%A9_publique,,,,,,,,,,,
Switzerland,"Kathryn and Shelby Cullom Davis Library (Graduate Institute, Geneva)",Library,http://graduateinstitute.ch,https://www.wikidata.org/wiki/Q691686,Some eligible data,No known copyright restrictions,No Known Copyright,http://graduateinstitute.ch/fr/home/research/library/archives/boris-souvarine.html,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/graduateinstitute_library,,,,,,,,,,,
Switzerland,Kunstmuseum Basel,Museum,https://kunstmuseumbasel.ch,https://www.wikidata.org/wiki/Q194626,All eligible data,Public Domain Mark,,https://kunstmuseumbasel.ch/en/collection/collectiononline,,,,https://kunstmuseumbasel.ch,,,,,,,,,,,
Switzerland,Le Temps Archives,Archive,https://letempsarchives.ch,https://www.wikidata.org/wiki/Q673324,All eligible data,CC BY,,https://opendata.swiss/en/dataset/journal-de-geneve-gazette-de-lausanne-1914,,,https://opendata.swiss/api/3/action/package_show?id=journal-de-geneve-gazette-de-lausanne-1914,https://datahub.io/dataset/feb8391e-923b-43de-aa68-c750c3a36909/resource/1770cbe3-171f-4f64-895c-34810b3337ce/download/swissopenhackathon-letemps.tar.bz2,,,,,,,,,,,
Switzerland,Max Frisch-Archiv (ETH-Bibliothek Zürich),Archive,https://www.ethz.ch,https://www.wikidata.org/wiki/Q14564649,Some eligible data,CC BY-SA,,https://opendata.swiss/dataset/photos-from-the-max-frisch-archive,,,https://opendata.swiss/api/3/action/package_show?id=photos-from-the-max-frisch-archive,https://commons.wikimedia.org/wiki/Category:ETH-BIB_Max_Frisch,,,,,,,,,,,
Switzerland,Musée de la Chaussure,Museum,http://shoemuseum.ch,https://www.wikidata.org/wiki/Q27483642,Some eligible data,CC BY-SA,,https://opendata.swiss/en/dataset/photos-of-shoes-in-the-collection-of-the-shoe-museum-lausanne,,,https://opendata.swiss/api/3/action/package_show?id=photos-of-shoes-in-the-collection-of-the-shoe-museum-lausanne,https://commons.wikimedia.org/wiki/Category:Shoe_Museum_in_Lausanne,,,,,,,,,,,
Switzerland,Neuchâtel Herbarium (Université de Neuchâtel),University,https://www.unine.ch,https://www.wikidata.org/wiki/Q541548,Some eligible data,CC BY-SA,,https://opendata.swiss/en/dataset/herbarium-of-the-university-of-neuchatel,,,https://opendata.swiss/api/3/action/package_show?id=herbarium-of-the-university-of-neuchatel,https://commons.wikimedia.org/wiki/Category:Neuch%C3%A2tel_Herbarium_Project,,,,,,,,,,,
Switzerland,Rousseau Online (infoclio.ch),Archive,https://www.rousseauonline.ch,https://www.wikidata.org/wiki/Q15114090,All eligible data,CC BY,,https://www.rousseauonline.ch/about.php,,,https://opendata.swiss/api/3/action/package_show?id=rousseau-online-jean-jacques-rousseau-collection-complete-des-oeuvres,https://www.rousseauonline.ch,,,,,,,,,,,
Switzerland,SBB Historic – Stiftung Historisches Erbe der SBB,Archive,https://www.sbbhistoric.ch,https://www.wikidata.org/wiki/Q155336,Some eligible data,CC BY-SA,,https://opendata.swiss/en/dataset/photos-of-the-construction-of-the-hauenstein-base-tunnel,,,https://opendata.swiss/api/3/action/package_show?id=photos-of-the-construction-of-the-hauenstein-base-tunnel,https://commons.wikimedia.org/wiki/Category:SBB_Historic,,,,,,,,,,,
Switzerland,Schweizerische Stiftung Public Domain,Other,http://www.publicdomain.ch,https://www.wikidata.org/wiki/Q27490346,Some eligible data,CC BY-SA,,https://opendata.swiss/en/dataset/public-domain-music-recordings-and-metadata,CC0,,https://opendata.swiss/api/3/action/package_show?id=public-domain-music-recordings-and-metadata,https://commons.wikimedia.org/wiki/Special:ListFiles?limit=500&user=Pdproject,,,,,,,,,,,
Switzerland,Schweizerischen Nationalbibliothek,Library,https://www.nb.admin.ch,https://www.wikidata.org/wiki/Q201787,Some eligible data,Open Use,CC0,https://make.opendata.ch/wiki/data:glam_ch,,,https://make.opendata.ch/wiki/data:glam_ch,https://commons.wikimedia.org/wiki/Category:Media_contributed_by_the_Swiss_National_Library,,,,,,,,,,,
Switzerland,Schweizerisches Bundesarchiv,Archive,http://www.bar.admin.ch,https://www.wikidata.org/wiki/Q679141,Some eligible data,Open Use,CC0,https://make.opendata.ch/wiki/data:glam_ch,,,https://make.opendata.ch/wiki/data:glam_ch,https://commons.wikimedia.org/wiki/Category:Media_contributed_by_the_Swiss_Federal_Archives,,,,,,,,,,,
Switzerland,Schweizerisches Nationalmuseum ,Museum,https://www.nationalmuseum.ch,https://www.wikidata.org/wiki/Q2256718,Some eligible data,CC BY,,https://make.opendata.ch/wiki/data:glam_ch,,,https://make.opendata.ch/wiki/data:glam_ch,https://make.opendata.ch/wiki/data:glam_ch,,,,,,,,,,,
Switzerland,Stadtarchiv Baden,Archive,https://www.baden.chde/leben-wohnen/online-service/online-stadtarchiv.html/267,https://www.wikidata.org/wiki/Q23783874,Some eligible data,CC BY,,https://opendata.swiss/en/dataset/images-in-the-archive-of-the-city-of-baden,,,https://opendata.swiss/api/3/action/package_show?id=images-in-the-archive-of-the-city-of-baden,https://baden.docuteam.ch/de/units/11-q-bild-foto-und-filmbestande-ab-1509/gallery,,,,,,,,,,,
Switzerland,Stadtarchiv Bern,Archive,https://www.bern.chpolitik-und-verwaltung/stadtverwaltung/sk/stadtarchiv,https://www.wikidata.org/wiki/Q19362514,Some eligible data,CC BY,,https://opendata.swiss/de/organization/stadtarchiv-bern,,,,https://opendata.swiss/de/organization/stadtarchiv-bern,,,,,,,,,,,
Switzerland,"Stadtarchiv und Kläui Bibliothek, Stadt Uster",Archive,https://www.uster.chunterinstanzen/11723,https://www.wikidata.org/wiki/Q27489639,Some eligible data,CC BY,,https://opendata.swiss/en/dataset/bauhistorische-fotosammlung-von-uster-1893-1909-von-julius-gujer,,,https://opendata.swiss/api/3/action/package_show?id=bauhistorische-fotosammlung-von-uster-1893-1909-von-julius-gujer,https://data.stadt-zuerich.ch/dataset/bauhistorische-fotosammlung-von-uster-1893-1909-von-julius-gujer,,,,,,,,,,,
Switzerland,Stadtarchiv Winterthur,Archive,https://stadt.winterthur.chgemeinde/verwaltung/stadtkanzlei/stadtarchiv,https://www.wikidata.org/wiki/Q27489887,Some eligible data,CC BY,,https://opendata.swiss/en/dataset/indien-bilder-der-handelsfirma-gebruder-volkart,,,https://opendata.swiss/api/3/action/package_show?id=indien-bilder-der-handelsfirma-gebruder-volkart,https://data.stadt-zuerich.ch/dataset/winterthur_sar_volkart,,,,,,,,,,,
Switzerland,Stadtarchiv Zürich,Archive,https://www.stadt-zuerich.chprd/en/index/stadtarchiv.html,https://www.wikidata.org/wiki/Q27490306,Some eligible data,Open Use,CC0,https://opendata.swiss/en/organization/stadt-zurich,,,https://opendata.swiss/api/3/action/package_show?id=historische-fotografien-des-forstbetriebes-sihlwald1878-1962,https://opendata.swiss/en/organization/stadt-zurich,,,,,,,,,,,
Switzerland,Stadtbibliothek Schaffhausen,Library,http://www.bibliotheken-schaffhausen.ch,https://www.wikidata.org/wiki/Q2326916,Some eligible data,CC0,,http://e-codices.unifr.ch/en/about/terms,CC BY,,https://opendata.swiss/api/3/action/package_show?id=manuscripts-in-the-holding-of-the-municipal-library-schaffhausen,http://e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacetscollection_facet=Schaffhausen%2C+Stadtbibliothek,,,,,,,,,,,
Switzerland,Thomas-Mann-Archiv (ETH-Bibliothek Zürich),Archive,http://www.tma.ethz.ch,https://www.wikidata.org/wiki/Q27490316,Some eligible data,CC BY-SA,,https://opendata.swiss/dataset/photographs-on-thomas-mann,,,https://opendata.swiss/api/3/action/package_show?id=photographs-on-thomas-mann,http://tma.e-pics.ethz.ch/#1503644088717_0,,,,,,,,,,,
Switzerland,Universitätsbibliothek Basel,Library,https://www.ub.unibas.chub-hauptbibliothek,https://www.wikidata.org/wiki/Q683842,Some eligible data,Public Domain Mark,,https://commons.wikimedia.org/wiki/Category:Media_contributed_by_the_Basel_University_Library,,,https://make.opendata.ch/wiki/data:glam_ch,https://commons.wikimedia.org/wiki/Category:Media_contributed_by_the_Basel_University_Library,,,,,,,,,,,
Switzerland,Zentralbibliothek Solothurn,Library,http://www.zbsolothurn.ch,https://www.wikidata.org/wiki/Q190255,Some eligible data,CC BY-SA,,,,,https://opendata.swiss/api/3/action/package_show?id=ernst-kloeti-slides-collection-zb-solothurn,https://commons.wikimedia.org/wiki/Category:Ernst_Kl%C3%B6ti,,,,,,,,,,,
Switzerland,Zentralbibliothek Zürich,Library,https://www.zb.uzh.ch,https://www.wikidata.org/wiki/Q47459205,Some eligible data,CC0,,https://www.zb.uzh.ch/ueberuns/impressum/index.html.en,CC0,,https://opendata.swiss/api/3/action/package_show?id=images-from-the-zentralbibliothek-zurichs-special-collections,https://commons.wikimedia.org/wiki/Category:Media_contributed_by_Zentralbibliothek_Z%C3%BCrich,,,,,,,,,,,
Taiwan,國立故宮博物院 (National Palace Museum),Museum,https://www.npm.gov.tw,https://www.wikidata.org/wiki/Q540668,All eligible data,Open Government Data Licence 1.0,CC BY,https://theme.npm.edu.tw/opendata/Article.aspx?sNo=02009126&lang=2,CC0,,,https://theme.npm.edu.tw/opendata/Article.aspx?sNo=02009132&lang=2,,,,,,,,,,,
Turkey,SALT,Other,https://saltonline.org,,Some eligible data,No known copyright restrictions,No Known Copyright,http://saltonline.org/en/#!/en/798/right-statement/,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/saltonline,,,,,,,,,,,
U.K.,Ashwell Village Museum,Museum,http://www.ashwellmuseum.org.uk,https://www.wikidata.org/wiki/Q17554760,Some eligible data,CC BY-SA,,,,,,https://artuk.org/discover/artworks/venue/ashwell-village-museum-3725,,,,,,,,,,,
U.K.,Beith Library,Library,https://www.north-ayrshire.gov.uk/libraries/find-reserve-and-renew-items.aspx,https://www.wikidata.org/wiki/Q56480406,Some eligible data,CC BY,,,,,,https://artuk.org/visit/venues/beith-library-7357,,,,,,,,,,,
U.K.,Birmingham Museums Trust,Museum,http://www.birminghammuseums.org.uk,https://www.wikidata.org/wiki/Q4916759,Some eligible data,CC0,,http://www.birminghammuseums.org.uk/about/our-organisation/policies-plans-and-reports,,,,http://www.birminghammuseums.org.uk,,,,,,,,,,,
U.K.,Brackley Town Hall,Other,http://www.brackleynorthants-tc.gov.uk,https://www.wikidata.org/wiki/Q17545297,Some eligible data,CC BY,,,,,,https://artuk.org/discover/artworks/venue/brackley-town-hall-3791,,,,,,,,,,,
U.K.,British Library,Library,https://www.bl.uk,https://www.wikidata.org/wiki/Q23308,Some eligible data,Public Domain Mark,,http://www.bl.uk/catalogues/illuminatedmanuscripts/reuse.asp,CC0,https://github.com/britishlibrary,,https://data.bl.uk,,,,,,,,,,,
U.K.,Buxton Museum & Art Gallery,Museum,https://derbyshire.gov.uk/leisure/buxton-museum/buxton-museum-and-art-gallery.aspx,https://www.wikidata.org/wiki/Q5003273,Some eligible data,CC BY,,,,,,https://artuk.org/discover/artworks/venue/buxton-museum-art-gallery-3501,,,,,,,,,,,
U.K.,Cricklade Town Hall,Other,https://www.crickladetowncouncil.gov.uk,https://www.wikidata.org/wiki/Q64605300,Some eligible data,CC BY-SA,,,,,,https://artuk.org/discover/artworks/venue/cricklade-town-hall-3192,,,,,,,,,,,
U.K.,Cusworth Hall Museum and Park,Museum,https://www.heritagedoncaster.org.uk/cusworth-hall,https://www.wikidata.org/wiki/Q3007917,Some eligible data,CC BY,,,,,,https://artuk.org/visit/venues/cusworth-hall-museum-and-park-3455,,,,,,,,,,,
U.K.,Doncaster Mansion House,Other,http://www.doncaster.gov.uk/services/culture-leisure-tourism/mansion-house,https://www.wikidata.org/wiki/Q6751749,Some eligible data,CC BY,,,,,,https://artuk.org/visit/venues/doncaster-mansion-house-heritage-doncaster-3454,,,,,,,,,,,
U.K.,Doncaster Museum and Art Gallery,Museum,http://www.doncaster.gov.uk/services/culture-leisure-tourism/doncaster-museum-and-art-gallery,https://www.wikidata.org/wiki/Q5295507,Some eligible data,CC BY,,,,,,https://artuk.org/discover/artworks/venue/doncaster-museum-and-art-gallery-3453,,,,,,,,,,,
U.K.,East Riding Archives,Archive,https://www.eastriding.gov.uk/leisure/archives-family-and-local-history,https://www.wikidata.org/wiki/Q23018618,Some eligible data,No known copyright restrictions,No Known Copyright,http://www2.eastriding.gov.uk/leisure/archives-family-and-local-history/using-our-service/,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/erarchives,,,,,,,,,,,
U.K.,Eden Camp Modern History Theme Museum,Museum,http://www.edencamp.co.uk,https://www.wikidata.org/wiki/Q5336820,Some eligible data,,,,,,,https://artuk.org/discover/artworks/venue/eden-camp-modern-history-theme-museum-3932,,,,,,,,,,,
U.K.,Fraserburgh Library,Library,https://www.aberdeenshire.gov.uk/libraries/locations/local-libraries/fraserburgh-library,https://www.wikidata.org/wiki/Q60300101,Some eligible data,CC BY-SA,,,,,,https://artuk.org/discover/artworks/venue/fraserburgh-library-6562,,,,,,,,,,,
U.K.,Fraserburgh Town House,Other,https://artuk.org/visit/venues/fraserburgh-town-house-6563,https://www.wikidata.org/wiki/Q17780500,Some eligible data,CC BY-SA,,,,,,https://artuk.org/visit/venues/fraserburgh-town-house-6563,,,,,,,,,,,
U.K.,"Harris Manchester College, University of Oxford",University,http://www.hmc.ox.ac.uk,https://www.wikidata.org/wiki/Q2706726,Some eligible data,CC BY-SA,,,,,,https://artuk.org/discover/artworks/venue/harris-manchester-college-university-of-oxford-7515,,,,,,,,,,,
U.K.,Holmesdale Natural History Club,Other,http://www.hnhc.co.uk,,Some eligible data,CC BY-SA,,,,,,https://artuk.org/visit/venues/holmsdale-natural-history-club-4037,,,,,,,,,,,
U.K.,Imperial War Museum,Museum,http://www.iwm.org.uk,https://www.wikidata.org/wiki/Q23315190,Some eligible data,No known copyright restrictions,No Known Copyright,,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/imperialwarmuseum,,,,,,,,,,,
U.K.,Jerwood Gallery,Gallery,http://jerwoodcollection.online,https://www.wikidata.org/wiki/Q6185311,Some eligible data,CC BY,,,,,,https://artuk.org/discover/artworks/venue/jerwood-collection-7562,,,,,,,,,,,
U.K.,Jerwood Library of the Performing Arts (Trinity Laban),Library,http://www.trinitylaban.ac.uk/jerwoodlibrary,https://www.wikidata.org/wiki/Q64605555,Some eligible data,No known copyright restrictions,No Known Copyright,http://www.trinitylaban.ac.uk/student-experience/facilities/faculty-music/jerwood-library/collections-resources/archives-and,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/jerwoodtcm,,,,,,,,,,,
U.K.,Lewes Town Hall,Other,http://www.lewes-tc.gov.uk,https://www.wikidata.org/wiki/Q26636029,Some eligible data,CC BY,,,,,,https://artuk.org/discover/artworks/venue/lewes-town-hall-4762,,,,,,,,,,,
U.K.,Llyfrgell Genedlaethol Cymru,Library,https://www.library.wales,https://www.wikidata.org/wiki/Q666063,All eligible data,Public Domain Mark,,https://www.library.wales/about-nlw/copyright/intellectual-property-rights-policy/,CC0,,,https://www.library.wales,,,,,,,,,,,
U.K.,London School of Hygiene & Tropical Medicine,University,https://www.lshtm.ac.uk,https://www.wikidata.org/wiki/Q1126189,Some eligible data,CC BY,,,,,,https://artuk.org/discover/artworks/venue/london-school-of-hygiene-tropical-medicine-5945,,,,,,,,,,,
U.K.,LSE Library: The British Library of Political and Economic Science,Library,http://www.lse.ac.uk/library,https://www.wikidata.org/wiki/Q2371017,Some eligible data,No known copyright restrictions,No Known Copyright,https://www.flickr.com/commons/usage/,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/lselibrary,,,,,,,,,,,
U.K.,Maldon Moot Hall,Other,http://www.themoothall.co.uk,https://www.wikidata.org/wiki/Q64605562,Some eligible data,CC BY-SA,,,,,,https://artuk.org/discover/artworks/venue/maldon-moot-hall-4190,,,,,,,,,,,
U.K.,Museum of Hartlepool,Museum,https://www.facebook.com/museumofhartlepool,https://www.wikidata.org/wiki/Q6940874,Some eligible data,No known copyright restrictions,No Known Copyright,https://www.flickr.com/commons/usage/,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/hartlepool_museum,,,,,,,,,,,
U.K.,National Brewery Heritage Trust,Museum,http://nationalbreweryheritagetrust.co.uk,https://www.wikidata.org/wiki/Q54087323,Some eligible data,CC BY-SA,,,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=United+Kingdom&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=National+Brewery+Heritage+Trust,,,,,,,,,,,
U.K.,National Galleries of Scotland,Gallery,http://www.nationalgalleries.org,https://www.wikidata.org/wiki/Q2051997,Some eligible data,No known copyright restrictions,No Known Copyright,https://www.flickr.com/commons/usage/,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/nationalgalleries,,,,,,,,,,,
U.K.,National Library of Scotland,Library,https://www.nls.uk,https://www.wikidata.org/wiki/Q1670994,Some eligible data,Public Domain Mark,,https://www.nls.uk/copyright,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/en/search?q=DATA_PROVIDER%3A%22National+Library+of+Scotland%22&view=grid&f%5BREUSABILITY%5D%5B%5D=open&f%5BRIGHTS%5D%5B%5D=http%2A%3A%2F%2Fcreativecommons.org%2Fpublicdomain%2Fmark%2A,,,,,,,,,,,
U.K.,Natural History Museum,Museum,http://www.nhm.ac.uk,https://www.wikidata.org/wiki/Q309388,Some eligible data,CC BY,,http://data.nhm.ac.uk/terms-conditions,CC0,https://github.com/NaturalHistoryMuseum,http://data.nhm.ac.uk/about/download,http://data.nhm.ac.uk/about/download,,,,,,,,,,,
U.K.,Newark Town Hall Museum and Art Gallery,Museum,http://www.newarktownhallmuseum.co.uk,https://www.wikidata.org/wiki/Q17527978,Some eligible data,CC BY,,,,,,https://artuk.org/discover/artworks/venue/newark-town-hall-museum-and-art-gallery-3374,,,,,,,,,,,
U.K.,North Ayrshire Heritage Centre,Museum,http://www.north-ayrshire.gov.uk,,Some eligible data,CC BY,,,,,,https://artuk.org/discover/artworks/search/venue:north-ayrshire-heritage-centre-7359,,,,,,,,,,,
U.K.,Portable Antiquities Scheme,Other,http://finds.org.uk,https://www.wikidata.org/wiki/Q3398729,Some eligible data,CC BY,,https://finds.org.uk/info/termsandconditions,,,,http://finds.org.uk,,,,,,,,,,,
U.K.,"Royal Botanic Gardens, Kew",Other,https://www.kew.org,https://www.wikidata.org/wiki/Q18748726,Some eligible data,CC BY,,http://apps.kew.org/herbcat/gotoConditions.do,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BDATA_PROVIDER%5D%5B%5D=Royal+Botanic+Gardens%2C+Kew&f%5BREUSABILITY%5D%5B%5D=open,,,,,,,,,,,
U.K.,Royston & District Museum & Art Gallery,Museum,http://www.roystonmuseum.org.uk,,Some eligible data,CC BY,,,,,,https://artuk.org/discover/artworks/venue/royston-district-museum-art-gallery-3337,,,,,,,,,,,
U.K.,"St Peter's College, University of Oxford",University,https://www.spc.ox.ac.uk,https://www.wikidata.org/wiki/Q2487322,Some eligible data,CC BY-SA,,,,,,https://artuk.org/discover/artworks/venue/st-peters-college-university-of-oxford-7539,,,,,,,,,,,
U.K.,The Laurels,Other,,,Some eligible data,CC BY-SA,,,,,,https://artuk.org/visit/venues/the-laurels-3949,,,,,,,,,,,
U.K.,Tyne & Wear Archives & Museums,Archive,https://www.twmuseums.org.uk,https://www.wikidata.org/wiki/Q7860476,Some eligible data,No known copyright restrictions,No Known Copyright,https://www.flickr.com/commons/usage/,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/twm_news,,,,,,,,,,,
U.K.,University of Edinburgh,University,https://www.ed.ac.uk,https://www.wikidata.org/wiki/Q160302,Some eligible data,CC BY,,https://www.ed.ac.uk/information-services/library-museum-gallery/library-help/copyright,CC0,,https://pro.europeana.eu/page/api-rest-console,https://www.europeana.eu/portal/search?f%5BCOUNTRY%5D%5B%5D=United+Kingdom&f%5BREUSABILITY%5D%5B%5D=open&per_page=72&q=&view=grid&f%5BDATA_PROVIDER%5D%5B%5D=University+of+Edinburgh,,,,,,,,,,,
U.K.,University of Sussex,University,http://www.sussex.ac.uk,https://www.wikidata.org/wiki/Q1161297,Some eligible data,CC BY,,,,,,https://artuk.org/discover/artworks/venue/university-of-sussex-4758,,,,,,,,,,,
U.K.,Victoria and Albert Museum,Museum,https://www.vam.ac.uk,https://www.wikidata.org/wiki/Q213322,Some eligible data,CC BY,,https://www.vam.ac.uk/articles/terms-of-use,CC0,https://github.com/vanda,https://pro.europeana.eu/page/api-rest-console,https://www.vam.ac.uk/api,,,,,,,,,,,
U.K.,Wellcome Collection and Library,Library,https://wellcomecollection.org,https://www.wikidata.org/wiki/Q7981192,Some eligible data,CC BY,,https://wellcomecollection.org/works,CC0,https://github.com/wellcometrust,,https://wellcomecollection.org/works,,,,,,,,,,,
U.K.,York Museums Trust,Museum,https://www.yorkmuseumstrust.org.uk,https://www.wikidata.org/wiki/Q15233904,All eligible data,Public Domain Mark,,https://www.yorkmuseumstrust.org.uk/contact-us/image-requests/,,,,https://www.yorkmuseumstrust.org.uk,,,,,,,,,,,
U.S.A.,American Aviation Historical Society,Other,https://www.aahs-online.org,https://www.wikidata.org/wiki/Q4743119,Some eligible data,No known copyright restrictions,No Known Copyright,http://www.aahs-online.org/cc_notice.php,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/aahs_archives,,,,,,,,,,,
U.S.A.,American Museum of Natural History,Museum,https://www.amnh.org,https://www.wikidata.org/wiki/Q217717,Some eligible data,Public Domain Mark,,https://www.amnh.org/about-the-museum/copyright,CC0,https://github.com/amnh,,https://www.amnh.org,,,,,,,,,,,
U.S.A.,Art Institute of Chicago,Museum,https://www.artic.edu,https://www.wikidata.org/wiki/Q239303,All eligible data,CC0,,https://www.artic.edu/image-licensing,,https://github.com/Art-Institute-of-Chicago,,https://www.artic.edu,,,,,,,,,,,
U.S.A.,Barnes Foundation,Museum,https://www.barnesfoundation.org,https://www.wikidata.org/wiki/Q808462,All eligible data,Public Domain Mark,,https://www.barnesfoundation.org/collection/open-access-and-copyright,,https://github.com/BarnesFoundation,,https://www.barnesfoundation.org,,,,,,,,,,,
U.S.A.,Berkeley Natural History Museums,Museum,https://bnhm.berkeley.edu,https://www.wikidata.org/wiki/Q168756,Some eligible data,Various,,https://bnhm.berkeley.edu/research-projects/,,https://github.com/BNHM,,https://bnhm.berkeley.edu/informatics/collection-databases,,,,,,,,,,,
U.S.A.,Bowdoin College Museum of Art,Museum,http://www.bowdoin.edu/art-museum,https://www.wikidata.org/wiki/Q4950759,All eligible data,Public Domain,CC BY,https://www.bowdoin.edu/art-museum/about/copyright.shtml,,,,http://artmuseum.bowdoin.edu,,,,,,,,,,,
U.S.A.,Brooklyn Museum,Museum,https://www.brooklynmuseum.org,https://www.wikidata.org/wiki/Q632682,All eligible data,CC BY / No known copyright restrictions,,https://www.brooklynmuseum.org/copyright,,https://github.com/brooklynmuseum,,https://www.brooklynmuseum.org,,,,,,,,,,,
U.S.A.,California Historical Society,Other,https://www.californiahistoricalsociety.org,https://www.wikidata.org/wiki/Q14053,Some eligible data,No known copyright restrictions,No Known Copyright,http://www.californiahistoricalsociety.org/research/flickr.html,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/chs_commons,,,,,,,,,,,
U.S.A.,"California State University, Fresno",University,http://www.fresnostate.edu/artshum/armenianstudies,https://www.wikidata.org/wiki/Q1026919,Some eligible data,No known copyright restrictions,No Known Copyright,http://www.fresnostate.edu/artshum/armenianstudies/library/index.html,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/armenianstudies,,,,,,,,,,,
U.S.A.,Camden Public Library (Maine),Library,http://camden.lib.me.us,https://www.wikidata.org/wiki/Q4543369,Some eligible data,No known copyright restrictions,No Known Copyright,http://www.librarycamden.org/learn-research/walsh-history-center/photo-services/,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/cplmaine,,,,,,,,,,,
U.S.A.,Center for Jewish History,Other,http://www.cjh.org,https://www.wikidata.org/wiki/Q5059727,Some eligible data,No known copyright restrictions,No Known Copyright,https://www.flickr.com/commons/usage/,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/center_for_jewish_history,,,,,,,,,,,
U.S.A.,Cleveland Museum of Art,Museum,http://www.clevelandart.org,https://www.wikidata.org/wiki/Q657415,All eligible data,CC0,,http://www.clevelandart.org/about/legal/terms-and-conditions,CC0,https://github.com/ClevelandMuseumArt,http://openaccess-api.clevelandart.org/,http://www.clevelandart.org,,,,,,,,,,,
U.S.A.,Cornell University Library,Library,https://www.library.cornell.edu,https://www.wikidata.org/wiki/Q5171572,All eligible data,Public Domain Mark,,https://www.library.cornell.edu/about/policies/public-domain,CC0,,,https://www.library.cornell.edu,,,,,,,,,,,
U.S.A.,"Davison Art Center, Wesleyan Univeristy",Gallery,http://www.wesleyan.edu/dac,https://www.wikidata.org/wiki/Q18342336,All eligible data,DAC Open Access Images,Public Domain Mark,http://dac-collection.wesleyan.edu/kiosk/open-content.htm,CC0,,,http://www.wesleyan.edu/dac,,,,,,,,,,,
U.S.A.,DC Public Library,Library,http://dclibrary.org/research/collections,https://www.wikidata.org/wiki/Q5283432,Some eligible data,No known copyright restrictions,No Known Copyright,https://www.flickr.com/commons/usage/,,,https://www.flickr.com/services/api/,https://www.flickr.com/photos/dcplcommons,,,,,,,,,,,
